icd10_concept_id,code_heading,icd10_code,icd10_vocab,description,body_system,progressive,snomed_concept_id,snomed_code,snomed_name
45567600,M61,M61.439,ICD10CM,"Other calcification of muscle, unspecified forearm",musculoskeletal,no,40490403,446993003,Calcification of muscle
45543628,M61,M61.441,ICD10CM,"Other calcification of muscle, right hand",musculoskeletal,no,40490403,446993003,Calcification of muscle
45557919,M61,M61.449,ICD10CM,"Other calcification of muscle, unspecified hand",musculoskeletal,no,40490403,446993003,Calcification of muscle
45596623,M61,M61.451,ICD10CM,"Other calcification of muscle, right thigh",musculoskeletal,no,40490403,446993003,Calcification of muscle
45591880,M61,M61.452,ICD10CM,"Other calcification of muscle, left thigh",musculoskeletal,no,40490403,446993003,Calcification of muscle
45591881,M61,M61.459,ICD10CM,"Other calcification of muscle, unspecified thigh",musculoskeletal,no,40490403,446993003,Calcification of muscle
45572485,M61,M61.461,ICD10CM,"Other calcification of muscle, right lower leg",musculoskeletal,no,40490403,446993003,Calcification of muscle
45533879,M61,M61.462,ICD10CM,"Other calcification of muscle, left lower leg",musculoskeletal,no,40490403,446993003,Calcification of muscle
45587006,M61,M61.469,ICD10CM,"Other calcification of muscle, unspecified lower leg",musculoskeletal,no,40490403,446993003,Calcification of muscle
45606263,M61,M61.471,ICD10CM,"Other calcification of muscle, right ankle and foot",musculoskeletal,no,40490403,446993003,Calcification of muscle
45577303,M61,M61.472,ICD10CM,"Other calcification of muscle, left ankle and foot",musculoskeletal,no,40490403,446993003,Calcification of muscle
45533880,M61,M61.479,ICD10CM,"Other calcification of muscle, unspecified ankle and foot",musculoskeletal,no,40490403,446993003,Calcification of muscle
42618012,M61,M61.48,ICD10,"Other calcification of muscle, other site",musculoskeletal,no,40490403,446993003,Calcification of muscle
45557920,M61,M61.48,ICD10CM,"Other calcification of muscle, other site",musculoskeletal,no,40490403,446993003,Calcification of muscle
42618013,M61,M61.49,ICD10,"Other calcification of muscle, multiple sites",musculoskeletal,no,40490403,446993003,Calcification of muscle
45557921,M61,M61.49,ICD10CM,"Other calcification of muscle, multiple sites",musculoskeletal,no,40490403,446993003,Calcification of muscle
42618014,M61,M61.50,ICD10,"Other ossification of muscle, unspecified site",musculoskeletal,no,4196401,44551007,Muscular ossification
45567601,M61,M61.50,ICD10CM,"Other ossification of muscle, unspecified site",musculoskeletal,no,4196401,44551007,Muscular ossification
45572486,M61,M61.511,ICD10CM,"Other ossification of muscle, right shoulder",musculoskeletal,no,4196401,44551007,Muscular ossification
45606264,M61,M61.512,ICD10CM,"Other ossification of muscle, left shoulder",musculoskeletal,no,4196401,44551007,Muscular ossification
45553220,M61,M61.519,ICD10CM,"Other ossification of muscle, unspecified shoulder",musculoskeletal,no,4196401,44551007,Muscular ossification
45553221,M61,M61.521,ICD10CM,"Other ossification of muscle, right upper arm",musculoskeletal,no,4196401,44551007,Muscular ossification
45572487,M61,M61.522,ICD10CM,"Other ossification of muscle, left upper arm",musculoskeletal,no,4196401,44551007,Muscular ossification
45591882,M61,M61.529,ICD10CM,"Other ossification of muscle, unspecified upper arm",musculoskeletal,no,4196401,44551007,Muscular ossification
45553222,M61,M61.531,ICD10CM,"Other ossification of muscle, right forearm",musculoskeletal,no,4196401,44551007,Muscular ossification
45606265,M61,M61.532,ICD10CM,"Other ossification of muscle, left forearm",musculoskeletal,no,4196401,44551007,Muscular ossification
45601489,M61,M61.539,ICD10CM,"Other ossification of muscle, unspecified forearm",musculoskeletal,no,4196401,44551007,Muscular ossification
45557922,M61,M61.541,ICD10CM,"Other ossification of muscle, right hand",musculoskeletal,no,4196401,44551007,Muscular ossification
45572488,M61,M61.542,ICD10CM,"Other ossification of muscle, left hand",musculoskeletal,no,4196401,44551007,Muscular ossification
45567602,M61,M61.549,ICD10CM,"Other ossification of muscle, unspecified hand",musculoskeletal,no,4196401,44551007,Muscular ossification
45543629,M61,M61.551,ICD10CM,"Other ossification of muscle, right thigh",musculoskeletal,no,4196401,44551007,Muscular ossification
45601490,M61,M61.552,ICD10CM,"Other ossification of muscle, left thigh",musculoskeletal,no,4196401,44551007,Muscular ossification
45591883,M61,M61.559,ICD10CM,"Other ossification of muscle, unspecified thigh",musculoskeletal,no,4196401,44551007,Muscular ossification
45548462,M61,M61.561,ICD10CM,"Other ossification of muscle, right lower leg",musculoskeletal,no,4196401,44551007,Muscular ossification
45587007,M61,M61.562,ICD10CM,"Other ossification of muscle, left lower leg",musculoskeletal,no,4196401,44551007,Muscular ossification
45606266,M61,M61.569,ICD10CM,"Other ossification of muscle, unspecified lower leg",musculoskeletal,no,4196401,44551007,Muscular ossification
45538808,M61,M61.571,ICD10CM,"Other ossification of muscle, right ankle and foot",musculoskeletal,no,4196401,44551007,Muscular ossification
45577305,M61,M61.572,ICD10CM,"Other ossification of muscle, left ankle and foot",musculoskeletal,no,4196401,44551007,Muscular ossification
45582192,M61,M61.579,ICD10CM,"Other ossification of muscle, unspecified ankle and foot",musculoskeletal,no,4196401,44551007,Muscular ossification
42618022,M61,M61.58,ICD10,"Other ossification of muscle, other site",musculoskeletal,no,4196401,44551007,Muscular ossification
45582193,M61,M61.58,ICD10CM,"Other ossification of muscle, other site",musculoskeletal,no,4196401,44551007,Muscular ossification
42618023,M61,M61.59,ICD10,"Other ossification of muscle, multiple sites",musculoskeletal,no,4196401,44551007,Muscular ossification
45572489,M61,M61.59,ICD10CM,"Other ossification of muscle, multiple sites",musculoskeletal,no,4196401,44551007,Muscular ossification
45591884,M61,M61.9,ICD10,"Calcification and ossification of muscle, unspecified",musculoskeletal,no,40490403,446993003,Calcification of muscle
35208973,M61,M61.9,ICD10CM,"Calcification and ossification of muscle, unspecified",musculoskeletal,no,4196401,44551007,Muscular ossification
45596628,M623,M62.3,ICD10,Immobility syndrome (paraplegic),musculoskeletal,yes,4080368,18231007,Paraplegic immobility syndrome
35208974,M623,M62.3,ICD10CM,Immobility syndrome (paraplegic),musculoskeletal,yes,4080368,18231007,Paraplegic immobility syndrome
42618082,M625,M62.50,ICD10,"Muscle wasting and atrophy, not elsewhere classified, unspecified site",musculoskeletal,no,78236,88092000,Muscle atrophy
45557926,M625,M62.50,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified site",musculoskeletal,no,78236,88092000,Muscle atrophy
45567610,M625,M62.511,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, right shoulder",musculoskeletal,no,78236,88092000,Muscle atrophy
45572496,M625,M62.512,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, left shoulder",musculoskeletal,no,78236,88092000,Muscle atrophy
45553226,M625,M62.519,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified shoulder",musculoskeletal,no,78236,88092000,Muscle atrophy
45572497,M625,M62.521,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, right upper arm",musculoskeletal,no,78236,88092000,Muscle atrophy
45601495,M625,M62.522,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, left upper arm",musculoskeletal,no,78236,88092000,Muscle atrophy
45533887,M625,M62.529,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified upper arm",musculoskeletal,no,78236,88092000,Muscle atrophy
45591889,M625,M62.531,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, right forearm",musculoskeletal,no,78236,88092000,Muscle atrophy
45557927,M625,M62.532,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, left forearm",musculoskeletal,no,78236,88092000,Muscle atrophy
45553227,M625,M62.539,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified forearm",musculoskeletal,no,78236,88092000,Muscle atrophy
45543635,M625,M62.541,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, right hand",musculoskeletal,no,78236,88092000,Muscle atrophy
45587016,M625,M62.542,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, left hand",musculoskeletal,no,78236,88092000,Muscle atrophy
45591890,M625,M62.549,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified hand",musculoskeletal,no,78236,88092000,Muscle atrophy
45577315,M625,M62.551,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, right thigh",musculoskeletal,no,78236,88092000,Muscle atrophy
45601496,M625,M62.552,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, left thigh",musculoskeletal,no,78236,88092000,Muscle atrophy
45562776,M625,M62.559,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified thigh",musculoskeletal,no,78236,88092000,Muscle atrophy
45538819,M625,M62.561,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, right lower leg",musculoskeletal,no,78236,88092000,Muscle atrophy
45572498,M625,M62.562,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, left lower leg",musculoskeletal,no,78236,88092000,Muscle atrophy
45543636,M625,M62.569,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified lower leg",musculoskeletal,no,78236,88092000,Muscle atrophy
45606276,M625,M62.571,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, right ankle and foot",musculoskeletal,no,78236,88092000,Muscle atrophy
45557928,M625,M62.572,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, left ankle and foot",musculoskeletal,no,78236,88092000,Muscle atrophy
45601497,M625,M62.579,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, unspecified ankle and foot",musculoskeletal,no,78236,88092000,Muscle atrophy
42619344,M625,M62.58,ICD10,"Muscle wasting and atrophy, not elsewhere classified, other site",musculoskeletal,no,78236,88092000,Muscle atrophy
45601498,M625,M62.58,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, other site",musculoskeletal,no,78236,88092000,Muscle atrophy
42618090,M625,M62.59,ICD10,"Muscle wasting and atrophy, not elsewhere classified, multiple sites",musculoskeletal,no,78236,88092000,Muscle atrophy
45601499,M625,M62.59,ICD10CM,"Muscle wasting and atrophy, not elsewhere classified, multiple sites",musculoskeletal,no,78236,88092000,Muscle atrophy
42618110,M6289,M62.89,ICD10,Other specified disorders of muscle,musculoskeletal,no,137275,129565002,Disorder of muscle
45562778,M6289,M62.89,ICD10CM,Other specified disorders of muscle,musculoskeletal,no,137275,129565002,Disorder of muscle
45543681,M720,M72.0,ICD10,Palmar fascial fibromatosis [Dupuytren],musculoskeletal,no,4261033,410812005,Dupuytren's disease
35208980,M720,M72.0,ICD10CM,Palmar fascial fibromatosis [Dupuytren],musculoskeletal,no,4308093,203045001,Dupuytren's disease of palm
45553265,M722,M72.2,ICD10,Plantar fascial fibromatosis,musculoskeletal,no,134460,13370002,Plantar fascial fibromatosis
35208982,M722,M72.2,ICD10CM,Plantar fascial fibromatosis,musculoskeletal,no,134460,13370002,Plantar fascial fibromatosis
45543708,M816,M81.6,ICD10,Localized osteoporosis [Lequesne],musculoskeletal,no,4004623,203435007,Localized osteoporosis - Lequesne
35209039,M816,M81.6,ICD10CM,Localized osteoporosis [Lequesne],musculoskeletal,no,4004623,203435007,Localized osteoporosis - Lequesne
45567679,M818,M81.8,ICD10,Other osteoporosis without current pathological fracture,musculoskeletal,no,80502,64859006,Osteoporosis
35209040,M818,M81.8,ICD10CM,Other osteoporosis without current pathological fracture,musculoskeletal,no,80502,64859006,Osteoporosis
45587155,M852,M85.2,ICD10,Hyperostosis of skull,musculoskeletal,no,4219370,82054006,Hyperostosis interna frontalis
42618966,M863,M86.30,ICD10,"Chronic multifocal osteomyelitis, unspecified site",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45538963,M863,M86.30,ICD10CM,"Chronic multifocal osteomyelitis, unspecified site",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45606418,M863,M86.311,ICD10CM,"Chronic multifocal osteomyelitis, right shoulder",musculoskeletal,no,132718,203184009,Chronic osteomyelitis of shoulder
45606418,M863,M86.311,ICD10CM,"Chronic multifocal osteomyelitis, right shoulder",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45553362,M863,M86.312,ICD10CM,"Chronic multifocal osteomyelitis, left shoulder",musculoskeletal,no,132718,203184009,Chronic osteomyelitis of shoulder
45553362,M863,M86.312,ICD10CM,"Chronic multifocal osteomyelitis, left shoulder",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45587170,M863,M86.319,ICD10CM,"Chronic multifocal osteomyelitis, unspecified shoulder",musculoskeletal,no,132718,203184009,Chronic osteomyelitis of shoulder
45587170,M863,M86.319,ICD10CM,"Chronic multifocal osteomyelitis, unspecified shoulder",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45596776,M863,M86.321,ICD10CM,"Chronic multifocal osteomyelitis, right  humerus",musculoskeletal,no,136205,203185005,Chronic osteomyelitis of upper arm
45596776,M863,M86.321,ICD10CM,"Chronic multifocal osteomyelitis, right  humerus",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45538964,M863,M86.322,ICD10CM,"Chronic multifocal osteomyelitis, left  humerus",musculoskeletal,no,136205,203185005,Chronic osteomyelitis of upper arm
45538964,M863,M86.322,ICD10CM,"Chronic multifocal osteomyelitis, left  humerus",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45577445,M863,M86.329,ICD10CM,"Chronic multifocal osteomyelitis, unspecified  humerus",musculoskeletal,no,136205,203185005,Chronic osteomyelitis of upper arm
45577445,M863,M86.329,ICD10CM,"Chronic multifocal osteomyelitis, unspecified  humerus",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
45592039,M863,M86.331,ICD10CM,"Chronic multifocal osteomyelitis, right radius and ulna",musculoskeletal,no,134454,203186006,Chronic osteomyelitis of forearm
45592039,M863,M86.331,ICD10CM,"Chronic multifocal osteomyelitis, right radius and ulna",musculoskeletal,no,4344376,240151005,Chronic multifocal osteomyelitis
